X,Y,FID,LONGITUDE,LATITUDE,NAV_UNIT_I,UNLOCODE,NAV_UNIT_N,LOCATION_D,FACILITY_T,STREET_ADD,CITY_OR_TO,STATE_POST,ZIPCODE,COUNTY_NAM,COUNTY_FIP,CONGRESS,CONGRESS_F,WTWY_NAME,PORT_NAME,PSA_NAME,MILE,BANK,LATITUDE1,LONGITUDE1,OPERATORS,OWNERS,PURPOSE,HIGHWAY_NO,RAILWAY_NO,LOCATION,DOCK,COMMODITIE,CONSTRUCTI,MECHANICAL,REMARKS,VERTICAL_D,DEPTH_MIN,DEPTH_MAX,BERTHING_L,BERTHING_T,DECK_HEIGH,DECK_HEI_1,SERVICE_IN,SERVICE_TE
-13624484.8734,6051623.9647,14690,-122.39083,47.666944,0TA1,SEA,"Ballard Oil Co., West Pier.","North shore of Salmon Bay, Seattle, approximately 950 feet northeast of entrance to north Hiram M. Chittenden Lock.",Dock,5300 26th Avenue N.W.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,0.0,North,47.666944,-122.39083, ,"Current Owner and Operator: Ballard Oil Co., Inc. Phone: 206-784-0854 FAX: 206-784-1120",Mooring miscellaneous floating equipment; and fishing boats for maintenance and repair.,"Via driveway, gravel, 15 feet wide; from 26th Avenue N.W., dual lane, each asphalt, 15 feet wide; and 
N.W. Market Street, asphalt, 50 feet wide.",One surface track at rear of property; connects with Burlington Northern Santa Fe Railway.,91217,970, ,"Irregularly-shaped timber pile, timber-decked pier extend- ing from timber bulkhead with solid fill, with row of timber-breasting dolphins at outer portion of lower side, all in 15- to 24-foot depths of water.","Open storage area serves one 2-ton, gasoline forklift truck.","Ballard Oil Co.:  Users of this wharf share 210 feet of the total 300-foot berthing space on lower side of adja- cent Barnacle Point West Pier (Ref. No. 85).
Gardner Boat Repair, Inc.:  Performs carpentry work on upper side of pier.
Paul Pipes Marine Rep",MWL (Mean Water Level),24,24,300,585,4,4,01-JAN-1990, 
-13624422.5345,6051532.2236,14691,-122.39027,47.666389,0TA2,SEA,"Ballard Oil Co., Fuel Pier.","North shore of Salmon Bay, Seattle, approximately 1,100 feet northeast of entrance to north Hiram M. Chittenden Lock.",Dock,5300 26th Avenue N.W.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,0.0,North,47.666389,-122.39027, ,"Current Owner and Operator: Ballard Oil Co., Inc. Phone: 206-783-0241 FAX: 206-783-0675","Fueling fishing boats, tugs, and small vessels; supplying vessels with drummed lubricating oil.","Via driveway, gravel, 15 feet wide; from 26th Avenue, N.W., dual lane, each asphalt, 15 feet wide; and 
N.W. Market Street, asphalt, 50 feet wide.",One surface track at rear of property; connects with Burlington Northern Santa Fe Railway.,91217,970, ,"Timber pile, timber-decked wharf extending from timber bulkhead with solid fill, with concrete pile, concrete- decked pier fronted by timber fendering.","Use of forklift truck described under adjacent, company- owned West Pier (Ref. No. 86).","An additional 105 feet of berthing space is available alongside timber pile, timber-decked extension between inner end of this facility and adjacent, company-owned West Pier (Ref. No. 86).
One 3-inch and two 2-inch metered, diesel-fuel pipelines extend f",MWL (Mean Water Level),23,23,400,800,6,9,01-JAN-1990, 
-13624330.1393,6051623.9647,14692,-122.38944,47.666944,0TA3,SEA,"Ballard Oil Co., East Pier.","North shore of Salmon Bay, Seattle, approximately 1,250 feet northeast of entrance to north Hiram M. Chittenden Lock.",Dock,5300 26th Avenue N.W.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,0.0,North,47.666944,-122.38944, ,"Current Owner and Operator: Ballard Oil Co., Inc. Phone: 206-783-0241 FAX: 206-783-0675",Mooring miscellaneous floating equipment; and occasionally fishing boats for maintenance and repair.,"Via driveway, asphalt, 10 feet wide; from 26th Avenue N.W., dual lane, each asphalt, 15 feet wide; and 
N.W. Market Street, asphalt, 50 feet wide.",One surface track at rear of property; connects with Burlington Northern Santa Fe Railway.,91217,970, ,"Timber pile, timber-decked pier with 80- by 14-foot, L-shaped pier offset at outer portion of lower side, forming a 60- by 50-foot-wide slip; main pier extends from steel-faced concrete bulkhead with concrete-surfaced solid fill.","Use of forklift trucks described under adjacent, company- owned Fuel Pier (Ref. No. 87).",Berthing space in slip between piers has 20- to 23-foot depths of water alongside.,MWL (Mean Water Level),24,24,270,530,4,4,01-JAN-1990, 
-13635338.5237,6232688.2367,14700,-122.48833,48.750833,0TAB,BLI,"Port of Bellingham, Whatcom Creek Waterway Wharf.","East shore of Whatcom Creek Waterway, Bellingham, on north side of outer end of Bellingham Bay.",Dock,1020 C Street,Bellingham,WA,98225,Whatcom,73,112,02,"Bellingham Bay and Harbor, WA","Bellingham, WA", ,0.0,East,48.750833,-122.48833, ,Current Owner and Operator: Port of Bellingham. Phone: 360/676-2500 FAX: 360-671-6411,Mooring vessels.,"Via ""C"" Street, concrete, 18 feet wide; from Roeder Avenue.",None.,91290,106, ,"Timber pile, timber-decked wharf.",None.,-,MLLW (Mean Lower Low Water),15,15,100,100,17,17,01-JAN-1990, 
-13624298.9698,6051578.1767,14780,-122.38916,47.666667,0TCY,SEA,"Pacific Fishermen, West Pier.","North shore of Salmon Bay, Seattle, approximately 1,350 feet northeast of entrance to north Hiram M. Chittenden Lock.",Dock,5351 24th Avenue N.W.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,0.0,North,47.666667,-122.38916,"Current Operator: Ballard Oil Co., Inc. and Pacific Fishermen, Inc. Phone: 206-784-2562 FAX: 206-784-1986","Current Owner: Pacific Fishermen, Inc.","Mooring fishing boats, tugs, barges, and small vessels for storage and repair.","Via driveway, asphalt, 10-20 feet wide; from 24th Avenue N.W., dual lane, each asphalt, 20 feet wide; and N.W. Market Street, asphalt, 50 feet wide.",One surface track at rear of property joins trackage of   Burlington Northern Santa Fe Railway.,91217,967, ,"Timber pile, timber-decked pier.","Two 2-ton, LP-gas forklift trucks.","Pacific Fishermen, Inc.:  Additional berthing space of 
80 feet is available along timber pile, timber-decked pier on upper side of 600-ton, electric, screw-type mobile-vertical-boat-lift adjacent to inner portion of upper side of wharf, with marine-repa",MWL (Mean Water Level),15,15,320,760,4,4,01-JAN-1990, 
-13620526.3523,6038639.3373,14781,-122.35527,47.588333,0TCZ,SEA,"TODD PACIFIC SHIPYARDS CORP, PIER NO. 6 BERTH K.","North side of Elliott Bay, Seattle, at foot of 16th Avenue S.W. (Harbor Island).",Dock,1801 16th Avenue S.W.,Seattle,WA,98134,King,33,112,07,"Seattle, WA","Port of Seattle, WA", ,0.0,South,47.588333,-122.35527, ,"Current Owner and Operator: Todd Pacific Shipyards Corp., Seattle Division. Phone: 206-623-1635 X 171 FAX: 206-442-8513",Mooring floating drydock; and vessels for outfitting and repair.,"Via 16th Avenue S.W., dual lane, each asphalt, 
24 feet wide.",Surface tracks serving plant at rear join trackage of  Burlington Northern Santa Fe Railway; connects with Union Pacific Railroad on 16th Avenue S.W.,91211,754, ,"Timber pile, concrete-beam concrete-decked pier extending from timber bulkhead with solid fill.","Two 45-ton, electric-traveling revolving full-portal gantry cranes with 92-foot boom; and one 35- and one 15-ton, diesel mobile cranes, each with 60-foot boom, available for use throughout shipyard.  Open storage area serves eleven 1- to 4-ton-capacity f","Floating Drydock No. 2, with capacity for 4,200 long tons, moors on west side of pier. All shipyard piers come equipped with compressed air, water, electricity, and sewage lines; floating drydocks come equipped with natural-gas and oxygen lines.",MLLW (Mean Lower Low Water),38,38,590,590,19,19,01-JAN-1990, 
-13620681.0864,6038776.9914,14782,-122.35666,47.589167,0TD0,SEA,"TODD PACIFIC CORP., PIER NO. 5, BERTH J","North side of Elliott Bay, Seattle, approximately 300 feet west of foot of 16th Avenue S.W., Harbor Island.",Dock,1801 16th Avenue S.W.,Seattle,WA,98134,King,33,112,07,"Seattle, WA","Port of Seattle, WA", ,0.0,South,47.589167,-122.35666, ,"Current Owner and Operator: Todd Pacific Shipyards Corp., Seattle Division. Phone: 206-623-1635 X 171 FAX: 206-442-8513",Mooring floating drydock; and vessels for outfitting and repair.,"Via 16th Avenue S.W., dual lane, each asphalt, 
24 feet wide.",Surface tracks serving plant at rear join trackage of Burlington Northern Santa Fe Railway; connects with Union Pacific Railroad on 16th Avenue S.W.,91211,754, ,"Concrete-and-steel-pile, concrete-decked pier extending from steel-sheet-pile bulkhead with solid fill.","One 150- and one 25-ton, diesel-electric traveling, revolving full-portal gantry cranes with 210- and 90-foot booms, respectively.  Use of mobile equipment described under adjacent company-owned Berth K, Pier No. 6 (Ref. No. 28).","Floating Drydock No. 3, with capacity for 30,000 long tons, is located on west side of pier. (See Remarks under Ref. No. 28.)",MLLW (Mean Lower Low Water),45,70,968,968,19,19,01-JAN-1990, 
-13622319.7093,6050430.2506,14783,-122.37138,47.659722,0TD1,SEA,"Duncan Engine Co., Seattle Wharf.","North shore of Salmon Bay, Seattle, approximately 1,050 feet above Ballard  Bridge.",Dock,1121 N.W. 45th Street.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,0.0,North,47.659722,-122.37138,"Current Operator: Duncan Engine Co., Inc. Phone: 206-784-7173 FAX: 206-789-0267","Current Owner: Commercial Marine Construction, Inc.",Mooring vessels for engine repair.,"Via driveway, asphalt, various widths; from N.W. 45th Street, asphalt, various widths; and 11th Avenue N.W., dual lane, each asphalt, 30 feet wide.",None.,91217,923, ,Steel-sheet-pile bulkhead with concrete cap and asphalt- surfaced solid fill; fronted by rubber tires.,"Open storage area serves one 3-ton, gasoline forklift truck.",Marine diesel engines and transmissions are repaired in shop at rear.,MWL (Mean Water Level),11,11,180,180,4,4,01-JAN-1990, 
-13682988.8318,5953007.8908,14784,-122.91638,47.066944,0TD2,OLM,"Dunlap Towing Co., Olympia Log Lift.","West shore of Budd Inlet, Olympia, approximately 1.5 miles north of 4th Avenue Bridge, at head of Inlet.",Dock,2003 West Bay Drive N.W.,Olympia,WA,98502,Thurston,67,112,03,"Olympia Harbor, WA","Port of Olympia, WA", ,0.0,West,47.066944,-122.91638,Current Operator: Dunlap Towing Co. Phone: 360/352-5520 FAX: 360/357-8666,Current Owner: West Bay Drive Associates.,Receipt and occasional shipment of rafted logs.,"Via plant road, asphalt, 20 feet wide; from foot of West Bay Drive, asphalt, 30 feet wide; and Olympic Way.",None.,91178,70,"Forest Products, Lumber, Logs, Woodchips",Log-lift consists of inclined railway with horizontal carriage.,"One 60-ton electric, cable-drawn, inclined horizontal carriage log-lift with 60-foot travel length into adjacent log-boom area.  One 60- and one 40-ton, diesel log stackers; and two diesel crawler cranes with log clamps.","Approximately 7 acres of open storage area is located at rear; a 4-acre log-boom area adjacent to the log lift has capacity for approximately 15,000 tons.",MLLW (Mean Lower Low Water), , , , , , ,01-JAN-1990, 
-13683051.1707,5953098.7585,14798,-122.91694,47.0675,0TDJ,OLM,"DUNLAP TOWING CO., OLYMPIA WOOD-CHIP DOCK","West shore of Budd Inlet, Olympia, approximately 1.5 miles north of 4th Avenue Bridge, at head of Inlet.",Dock,2003 West Bay Drive NW,Olympia,WA,98502,Thurston,67,112,03,"Olympia Harbor, WA","Port of Olympia, WA", ,0.0,West,47.0675,-122.91694,Current Operator: Dunlap Towing Co. Phone: 360/352-5520 FAX: 360/357-8666,Current Owner: West Bay Drive Associates.,Shipment of wood chips.,"Via plant road, asphalt, 20 feet wide; from foot of West Bay Drive, asphalt, 30 feet wide; and Olympic Way.",None.,91178,70,"Forest Products, Lumber, Logs, Woodchips","Timber pile, timber-decked offshore wharf with ten timber- pile breasting dolphins in line with face, connected by 180- by 3-foot steel-walkway approach.","Steel tower on wharf supporting loading spout with  80-foot outboard reach is served by a 42-inch, electric belt-conveyor extending from open storage area in rear; rate 400 tons per hour. Open storage area serves 
21- and 13-cubic-yard, diesel front-end","Open storage area at rear has capacity for 7,500 tons.",MLLW (Mean Lower Low Water),10,10,240,240,20,20,01-JAN-1990, 
-13626464.1339,6053231.3263,14799,-122.40861,47.676667,0TDK,SEA,"Port of Seattle, Shilshole Bay Marina, Pier A, Fishing Vessel and Repair Moorings.","Puget Sound, Seattle, at east side of Shilshole Bay north of entrance to Salmon Bay, on east side of south entrance to Shilshole Bay Marina.
",Dock,6701 Seaview Avenue N.W.,Seattle,WA,98117,King,33,112,07,"Seattle, WA","Port of Seattle, WA", ,0.0,East,47.676667,-122.40861,"Current Operator: Port of Seattle and Seaview Boatyard, Inc. Phone: 206-783-6550 FAX: 206-789-0092",Current Owner: Port of Seattle.,Mooring small vessels for engine repair and awaiting haul- out; transient mooring of recreational craft and fishing vessels.,"Via marina roads, asphalt, various widths; from Seaview Avenue N.W., dual lane, each asphalt, 32 feet wide; and N.W. 54th Street, asphalt, 28-38 feet wide.",None.,91214,30, ,"Timber pile, part asphalt-surfaced timber-decked wharf  with 470- by 35-foot approach extending from concrete bulkhead with part concrete-/part asphalt-surfaced solid fill; and one steel pile, concrete-decked offshore wharf supporting steel-sheet-pile wa","Two 1-ton, electric mast-and-boom derricks with 10-foot outboard reach on 22-foot boom; and one 35-ton, LP-gas, mobile-vertical-boat-lift with 16.5-foot span.","Port of Seattle:  Recreational craft moor at finger piers formed by concrete floats along rear of face and north side of approach. 
Seaview Boatyard, Inc.:  Performs engine removal and installation at floats; hauls-out vessels at its west yard in rear.",MLLW (Mean Lower Low Water),15,16,410,510,15,15,01-JAN-1990, 
-13626432.9645,6053277.1231,14800,-122.40833,47.676944,0TDL,SEA,"Port of Seattle, Shilshole Bay Marina, Seafood-Landing Pier.","Puget Sound, Seattle, at east side of Shilshole Bay north of entrance to Salmon Bay, approxi- mately 500 feet east of south entrance to Shilshole Bay Marina.",Dock,7001 Seaview Avenue N.W.,Seattle,WA,98117,King,33,112,07,"Seattle, WA","Port of Seattle, WA", ,0.0,East,47.676944,-122.40833, ,Current Owner and Operator: Port of Seattle. Phone: 206-728-3388 FAX: 206-728-3391,Receipt of seafood; and transient mooring of fishing vessels.,"Via plant roads, asphalt, various widths; from Seaview Avenue N.W., dual lane, each asphalt, 
32 feet wide; and N.W. 54th Street, asphalt, 
28-38 feet wide.",None.,91214,30,Fish,"Timber pile, timber-decked wharf extending from concrete bulkhead with asphalt-/concrete-surfaced solid fill, with concrete-and-polyurethane floats (forming pier) extending at angle from access to wharf with 4-foot-wide steel catwalk.",Two mast-and-boom derricks with electric-traveling hoists:  one 3-ton with 4-foot outboard reach on 10-foot boom; and one 2-ton with 8-foot outboard reach on 14-foot boom.,-,MLLW (Mean Lower Low Water),15,15,140,275, , ,01-JAN-1990, 
-13626278.2304,6053920.122,14801,-122.40694,47.680833,0TDM,SEA,"Port of Seattle, Shilshole Bay Marina, Central Pier.","Puget Sound, Seattle, at east side of Shilshole Bay north of entrance to Salmon Bay, approxi- mately 0.3 mile north of south entrance to Shilshole Bay Marina.",Dock,7029 Seaview Avenue N.W.,Seattle,WA,98117,King,33,113,07,"Seattle, WA","Port of Seattle, WA", ,0.0,East,47.680833,-122.40694,"Current Operator: Port of Seattle and Shilshole Texaco Marine, Inc. Phone: 206-783-7555 FAX: 206-728-3391",Current Owner: Port of Seattle.,Fueling small vessels; landing passengers; and transient mooring of fishing vessels and recreational craft.,"Via marina roads, asphalt, various widths; from Seaview Avenue N.W., dual lane, each asphalt, 32 feet wide; and N.W. 54th Street, asphalt, 28-38 feet wide.",None.,91214,30, ,"One 200- by 32-foot concrete-floating pier extending from face of a 53- by 20-foot timber pile, part asphalt- surfaced concrete-decked pier; 10-foot-wide concrete floats moor along sides of fixed pier and at face of floating pier.",None.,One 3- and four 2-inch fuel-oil pipelines extend to nine metered pumps on floating pier from two steel storage tanks at rear; total capacity 475 barrels each.  A store building is at outer end of floating pier; and a maintenance and security office is lo,MLLW (Mean Lower Low Water),15,15,200,1165,15,15,01-JAN-1990, 
-13621887.7896,6050017.0676,14802,-122.3675,47.657222,0TDN,SEA,"Marine Fluid Systems, North Wharf.","North side of Lake Washington Ship Canal, Seattle, approximately 0.4 mile above Ballard Bridge.",Dock,801 N.W. 42d Street.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,0.0,North,47.657222,-122.3675, ,"Current Owner and Operator: Marine Fluid Systems, Inc. Phone: 206-706-0858",Mooring vessels for repair.,"Via N.W. 42nd Street, asphalt, 18-22 feet wide; from Leary Way N.W., dual lane, each asphalt, 40 feet wide.",None.,91217,915, ,"Timber pile, timber-decked wharf with timber-float pier extending perpendicular to face, in line with upper side.","One 2-ton electric-hydraulic derrick with 40-foot boom; and one 14-ton, diesel mobile crane with 40-foot boom serves  marine railway and storage yard in rear.","One 600-ton marine railway is located on upper side adja- cent to company-owned South Wharf (Ref. No. 107), with marine-repair plant at rear.",MWL (Mean Water Level),15,15,150,400,1,5,01-JAN-1990, 
-13657107.2728,6189498.5314,15247,-122.683882,48.494373,0RJD,BYW,"ISLAND TRANSPORT FERRY SERVICES, INC.", ,Dock,1909 Skyline Way,Anacortes,WA,98221,Skagit,57,116,02,"Guemes Channel, WA","Port of Anacortes, WA", ,4.0, ,48.494373,-122.683882,Current Operator: Island Transport Ferry Service, , , , ,91282,60,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Forest Products, Lumber, Logs, Woodchips | Building Cement & Concrete; Lime; Glass | Fish | All Manufactured Equipment, Machinery and Products", , , , , , , , , , ,08-JAN-2004, 
-13648945.1051,5718291.398,15262,-122.61056,45.61139,0RK4,VAN,"TIDEWATER BARGE LINES, VANCOUVER UREA DOCK", ,Dock, ,VANCOUVER,WA,98661,Clark,11,116,03,"Columbia River between Vancouver, WA and The Dalles, OR","Port of Vancouver USA, WA", ,109.0,Right,45.61139,-122.61056, , , , , ,90109,4,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Waste Material; Garbage, Landfill, Sewage Sludge, Waste Water", , , , , , , , , , ,12-FEB-1996, 
-13035728.3317,5848091.1205,15264,-117.10194,46.42111,0RK6,WMA,PORT OF WHITMAN COUNTY SITE H & I WHARVES, ,Dock, ,UNIONTOWN,WA,99179,Whitman,75,112,05,"Snake River, OR, WA and ID", , ,135.0,Right,46.42111,-117.10194, , , , , ,92775,1,"Forest Products, Lumber, Logs, Woodchips | Barley, Rye, Oats, Rice and Sorghum Grains | All Manufactured Equipment, Machinery and Products", , , , , , , , , , ,13-FEB-1996, 
-13649377.0247,6194037.8977,16001,-122.61444,48.521389,0U5P,OTS,"ANACORTES MARINE TERMINAL CORP., CURTIS WHARF","South side of Guemes Channel, Anacortes, west of foot of ""O"" Avenue.",Dock,Foot of O Avenue,Anacortes,WA,98221,Skagit,57,113,02,"Guemes Channel, WA","Port of Anacortes, WA", ,6.0,South,48.521389,-122.61444,Current Operator: Anacortes Marine Terminal Corp. Phone: 360/299-1828 FAX: 360/299-9608,Current Owner: Port of Anacortes,Receipt and shipment of conventional general cargo; and shipment of petroleum coke.,"Via plant road, unpaved, 20 feet wide; from ""O"" Avenue, asphalt, 30 feet wide.",None.,91282,240,"Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips","Steel pile, asphalt-surfaced steel-decked wharf; fronted by rubber-fender system.",Stevedore rental equipment available as required.,"Approximately 1/2 acre of open storage area is located in rear. 

Note: In spring 1998, the Port of Anacortes purchased the wharf.  Source:  AAPA newsletter",MLLW (Mean Lower Low Water),38,38,320,320,16,16,01-JAN-1990, 
-13649129.8954,6194131.177,16005,-122.61222,48.521944,0U5Q,OTS,"PORT OF ANACORTES, PIER NO. 1.","South side of Guemes Channel, Anacortes, at foot of Commercial Avenue.",Dock, ,Anacortes,WA,98221,Skagit,57,113,02,"Guemes Channel, WA","Port of Anacortes, WA", ,6.0,South,48.521944,-122.61222,"Current Operator: Port of Anacortes and Dakota Creek Industries, Inc. Phone: 360-299-1828 FAX: 360-293-9608",Current Owner: Port of Anacortes.,Mooring floating drydock and vessels for repair; occa- sional receipt and shipment of conventional general cargo and heavy-lift items.,"Via Commercial Avenue, asphalt-surfaced concrete, 
50 feet wide.",None.,91282,245,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | All Manufactured Equipment, Machinery and Products | Unknown or Not Elsewhere Classified","Part timber-and-concrete-pile, timber- and concrete-decked wharf; fronted by timber-fender system.",Stevedore rental equipment available as required. Open storage area serves five 2 1/2- to 7 1/2-ton forklift trucks.,"Port of Anacortes: Pier has two timber frame, metal- covered transit sheds with wooden floors. Shed No. 1, a 125- by 120-foot shed, has a 24- to 32-foot height inside a 9,300-square-foot floor area for cargo with load capacity of 200-pounds-per-square-fo",MLLW (Mean Lower Low Water),29,29,570,570,16,16,01-JAN-1990, 
-13648604.4674,6194131.177,16410,-122.6075,48.521944,0U5R,OTS,"PORT OF ANACORTES, PIER NO. 2.","South side of Guemes Channel, Anacortes, between foot of ""R"" and ""T"" Avenues extended.",Dock,700 Third Street,Anacortes,WA,98221,Skagit,57,113,02,"Guemes Channel, WA","Port of Anacortes, WA", ,6.0,South,48.521944,-122.6075,Current Operator: Port of Anacortes and Anacortes Log & Bulk Stevedoring. Phone: 360-293-0694/3134 FAX: 360-299-9608,Current Owner: Port of Anacortes.,Shipment of petroleum coke and logs; mooring vessels.,"Via plant road, unpaved, various widths; from 3rd Street, asphalt, 25 feet wide.",None.,91282,252,"Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone,","Precast concrete pile, asphalt-surfaced concrete-decked pier extending from steel-sheet-pile bulkhead with solid fill; three steel-capped timber-pile breasting dolphins in line with face. Bulkhead fronted by timber- fender system.","Two portable mobile shiploaders for petroleum coke each serve a 48-inch, electric belt-conveyor extending to open storage area in rear; loading rate 600 tons per hour. Open storage area serves two 45-ton, diesel log- stackers; two 30-ton, diesel log-load","Approximately 13.5 acres of open storage area at rear has capacity for 5,000,000 board feet of logs.",MLLW (Mean Lower Low Water),44,44,1133,1133,16,16,01-JAN-1990, 
-13648356.225,6194037.8977,16412,-122.60527,48.521389,0U5S,OTS,"WYMAN'S MARINA, MOORING FLOATS.","South side of Guemes Channel, Anacortes, between foot of ""T"" and ""U"" Avenues extended.",Dock,202 U Avenue,Anacortes,WA,98221,Skagit,57,113,02,"Guemes Channel, WA","Port of Anacortes, WA", ,6.0,South,48.521389,-122.60527,Current Operator: Wyman's Marina. Phone: 360/293-4606 FAX: 360/293-9608,Current Owner: Port of Anacortes.,Back down ramp only.,"Via ""U"" Avenue, asphalt, 25 feet wide; from 4th Street, asphalt, various widths.",None.,91282,258,"Forest Products, Lumber, Logs, Woodchips | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | All Manufactured Equipment, Machinery and Products","Timber pile, concrete-decked wharf; fronted by two longi- tudinal floats along shore; three prependicular floats extending northward; and a concrete-fueling float extend- ing transversely at outer end of west float.","One 35-ton, electric stiff-leg derrick on platform along shore, with 15-ton gooseneck extension on 60-foot boom.  Derrick, unused at time of survey, served adjacent marine railway; it lifted boats into and out of water.","Small vessels are fueled through metered pumps from four underground, 262-barrel storage tanks.  One 50-ton marine railway at west end of wharf was not in use at time of survey; marine-repair plant at rear of railway was unused as well.",MLLW (Mean Lower Low Water),8,8,580,1275, , ,01-JAN-1990, 
-13645433.977,6192024.6582,16416,-122.579019,48.509409,0U5U,OTS,HOLLYFRONTIER  PUGET SOUND REFINERY,"East shore of Fidalgo Bay, Anacortes, at northern end of March Point.",Dock,600 S. Texas Road,Anacortes,WA,98221,Skagit,57,116,02,"Guemes Channel, WA","Port of Anacortes, WA", ,2.0,East,48.509409,-122.579019, ,"Current Owner and Operator: Texaco Refining and Marketing, Inc. Phone: 360/293-0800-0891 FAX: 360/293-0808",Receipt of crude oil; and shipment of petroleum products;  bunkering vessels.,"Via W. March Point Road, asphalt, 25 feet wide; from State Highway 20.",Trackage serving oil refinery in rear; connects with Burlington Northern Sante Fe Railroad.,91284,998,"Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Forest Products","Timber-and-concrete-pile, timber- and concrete-decked offshore wharf with steel pile, concrete-capped  breasting platforms at face and rear of face; and a steel pile, concrete-capped mooring dolphin on each side in line with face, connected by walkways.","Two 16- and six 8-inch, swivel-jointed loading arms.","One 30-inch crude-oil pipeline extends from wharf to seven steel storage tanks at refinery in rear; total capacity 1,716,000 barrels. Three 14-inch and five 8-inch petroleum-product pipelines extend from wharf to eighteen steel storage tanks at refinery",MLLW (Mean Lower Low Water),37,45,1100,1995,22,22,01-JAN-1990, 
-13622382.0482,6050430.2506,16422,-122.37194,47.659722,0TE4,SEA,"Norquest Seafoods, Seattle Pier.","North shore of Salmon Bay, Seattle, approximately 950 feet above Ballard Bridge.",Dock,1111 N.W. 45th Street.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,0.0,North,47.659722,-122.37194,"Current Operator: Norquest Seafoods, Inc. Phone: 206-782-1723 FAX: 206-782-7560","Current Owner: Commercial Marine Construction, Inc.",Mooring fishing vessels; and handling supplies and equipment.,"Via driveway from N.W. 45th Street, each asphalt, various widths; and 11th Avenue N.W., dual lane, each asphalt, 30 feet wide.",None.,91217,927, ,"Timber pile, timber-decked offshore wharf extending from steel-sheet-pile bulkhead with 12-foot-wide concrete-/ asphalt-surfaced solid fill; wharf has one 145- by 12-foot timber pile, timber-decked approach.",None.,"An additional 145 and 120 feet of berthing space is avail- able on lower and upper sides of approach, respectively, with 90-foot depth of water along face of bulkhead above approach.",MWL (Mean Water Level),13,13,96,96,4,4,18-APR-2002, 
-13621825.4507,6049971.1229,16423,-122.36694,47.656944,0TE5,SEA,"Marine Fluid Systems, South Wharf.","North side of Lake Washington Ship Canal, Seattle, approximately 0.4 mile above Ballard Bridge, below foot of N.W. 41st Street.",Dock,801 N.W. 42nd Street.,Seattle,WA,98107,King,33,112,07,"Lake Washington Ship Canal, WA","Port of Seattle, WA", ,0.0,North,47.656944,-122.36694,"Current Operator: Marine Fluid Systems, Inc. Phone: 206-706-0858",Current Owner: Florence Evans and Bridge Ltd. Partnership.,Handling supplies and equipment; and mooring vessels for maintenance and repair.,"Via N.W. 42nd Street, asphalt, 18-22 feet wide; from Leary Way N.W., dual lane, each asphalt, 40 feet wide.",None.,91217,915, ,"Timber pile, concrete-decked wharf with one timber- breasting dolphin in line with lower side.","Use of mobile crane described under adjacent, company-owned North Wharf (Ref. No. 106).","Vessels moor at upper side of dolphin stern-to, at lower end of face of wharf; marine railway on lower side is described under North Wharf (Ref. No. 106).",MWL (Mean Water Level),13,15,160,240,5,5,01-JAN-1990, 
